attention_mask,input_ids,token_type_ids
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 111, 109, 8229, 132, 2190, 2157, 782, 738, 1962, 8024, 2605, 782, 738, 1962, 8024, 2769, 809, 711, 5543, 1916, 4685, 1905, 678, 1343, 4638, 2218, 3221, 8024, 679, 5543, 2828, 3297, 7028, 6206, 4638, 6413, 6432, 1139, 1366, 511, 1963, 3362, 2768, 4225, 4157, 8024, 2496, 1765, 5010, 4638, 6413, 8024, 2218, 5543, 3766, 3300, 7937, 4172, 4638, 4495, 3833, 749, 511, 111, 109, 8229, 132, 2792, 809, 2769, 2523, 1400, 2637, 1377, 3690, 3187, 1215, 3791, 1086, 738, 1726, 679, 1343, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1963, 3362, 872, 738, 679, 5576, 8024, 6929, 1962, 1416, 8024, 6821, 702, 4510, 2512, 1297, 679, 749, 872, 4638, 2429, 8039, 1963, 3362, 872, 679, 1599, 3614, 8183, 2399, 807, 4638, 7509, 727, 8024, 6929, 1962, 1416, 8024, 2769, 2218, 3187, 3791, 6432, 3302, 6432, 7509, 727, 1217, 1146, 966, 2533, 671, 4692, 8039, 1963, 3362, 872, 3300, 1377, 5543, 1359, 2768, 8024, 6929, 1962, 1416, 8024, 6628, 2571, 1762, 5439, 722, 1184, 671, 702, 5543, 5314, 5632, 2346, 743, 5831, 6843, 5709, 4638, 5439, 1928, 511, 1963, 3362, 872, 679, 1599, 3614, 3189, 2466, 4510, 2512, 4638, 2207, 3926, 3173, 8024, 6929, 1962, 1416, 8024, 2769, 6820, 4696, 3187, 3791, 3291, 1914, 749, 511, 5050, 2769, 8024, 2218, 2496, 4511, 1962, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1744, 772, 7946, 5682, 2406, 7949, 7965, 4862, 8024, 1762, 2650, 2658, 704, 3614, 2571, 4638, 5010, 4708, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3189, 1196, 671, 6581, 4638, 3946, 2658, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 4696, 4638, 679, 3221, 2682, 7946, 134, 118, 134, 899, 1920, 2773, 2769, 679, 1599, 3614, 6821, 4905, 4638, 134, 118, 134, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 8024, 1139, 725, 2692, 3160, 4638, 7478, 2382, 1962, 4692, 1557, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3297, 1400, 671, 1368, 778, 749, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3563, 820, 4696, 3221, 5318, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2398, 3909, 4696, 1147, 5632, 4507, 4638, 4130, 7789, 671, 7674, 5439, 4277, 740, 3333, 7509, 727, 2600, 6375, 782, 3300, 4905, 5811, 1399, 4638, 4080, 1220, 2697, 2640, 4495, 3833, 4638, 3187, 3683, 5401, 1962, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 6956, 2207, 3926, 3173, 4638, 4275, 2094, 2523, 6614, 8024, 677, 3862, 4638, 3698, 2622, 8024, 7027, 677, 671, 6777, 4638, 4263, 2658, 8024, 704, 4638, 2697, 2658, 8024, 6006, 4197, 2769, 3633, 2382, 8024, 852, 3221, 3300, 763, 2697, 1358, 6820, 3221, 1377, 809, 898, 4921, 511, 1927, 2605, 8226, 1921, 2483, 4255, 749, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 2130, 749, 4696, 6768, 3351, 172, 697, 782, 833, 1762, 671, 6629, 1416, 1506, 1506, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4821, 1168, 6821, 5102, 4510, 2512, 6963, 4684, 2970, 758, 3215, 8024, 6443, 1373, 2769, 3221, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7478, 2382, 3300, 2692, 2590, 4638, 671, 6956, 4510, 2512, 8024, 6382, 6835, 4638, 3221, 671, 702, 1282, 673, 2259, 4638, 2208, 1957, 4638, 2552, 6662, 1325, 4923, 511, 7471, 3217, 4638, 6837, 5755, 680, 2157, 2431, 4638, 1728, 5162, 2193, 5636, 1071, 2768, 711, 671, 702, 8024, 2523, 3130, 2697, 4638, 7579, 3332, 8024, 852, 3188, 4692, 679, 1139, 4852, 833, 2821, 1161, 8024, 738, 3766, 3300, 6887, 2548, 5308, 3373, 8024, 3221, 4991, 1762, 8126, 2259, 1957, 2111, 2094, 4638, 6235, 2428, 8024, 6382, 6835, 1961, 812, 4638, 4958, 5994, 680, 6837, 5755, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2523, 3472, 4638, 1196, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3140, 679, 3140, 2864, 2533, 1086, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1922, 1796, 1769, 8024, 1922, 1796, 1769, 511, 511, 511, 1196, 2658, 2345, 738, 2218, 5050, 749, 8024, 1728, 711, 5356, 1196, 3221, 4374, 3253, 511, 511, 511, 852, 3221, 1469, 6134, 4385, 738, 6821, 720, 2345, 2218, 2523, 7410, 4415, 6237, 8024, 2523, 7410, 2970, 1358, 749, 106, 106, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 677, 6440, 3198, 4638, 2404, 2682, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 679, 3140, 4685, 928, 1139, 5632, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 2130, 722, 1400, 3146, 702, 782, 6963, 3946, 3382, 749, 1450, 172, 172, 172, 172, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1398, 3416, 4346, 5314, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4692, 749, 809, 1400, 2697, 6230, 5632, 2346, 5846, 5846, 1515, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3297, 1400, 6929, 1368, 1378, 6404, 1922, 3018, 749, 1416, 106, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2496, 2399, 743, 5018, 671, 702, 3198, 952, 7027, 7481, 3123, 4638, 2218, 3221, 800, 4638, 2146, 837, 4275, 1450, 8024, 4994, 4197, 7231, 6814, 6821, 720, 1914, 2399, 8024, 1348, 2458, 1993, 2662, 2667, 8024, 7027, 7481, 3300, 1368, 6404, 131, 132, 161, 12441, 8404, 8537, 9369, 12441, 12107, 111, 109, 8240, 132, 162, 8897, 9185, 10102, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 782, 4289, 2595, 3419, 1469, 6863, 1798, 6963, 1469, 1333, 5865, 2345, 6655, 1922, 1920, 8024, 5445, 684, 4638, 1450, 136, 2226, 1197, 749, 8024, 8115, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 711, 749, 740, 3333, 7509, 727, 711, 749, 6929, 7578, 3295, 5307, 679, 5396, 4638, 2552, 1086, 4556, 4312, 671, 3613, 1343, 4263, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 671, 6956, 2769, 6841, 671, 6956, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4638, 702, 782, 7791, 1213, 1922, 2487, 749, 8024, 6631, 4263, 6821, 6956, 4275, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1343, 4692, 4692, 102]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4263, 1101, 2207, 1157, 3193, 3309, 8024, 679, 6237, 7025, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 4162, 4275, 704, 4638, 2773, 3159, 3322, 1557, 511, 511, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 8554, 9864, 9532, 8331, 9974, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3766, 3300, 1333, 5865, 1962, 4692, 1416, 511, 5990, 1071, 2141, 3221, 671, 4905, 5686, 3318, 8024, 3634, 1196, 3227, 4197, 3766, 3300, 1962, 1962, 1355, 2916, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6631, 4263, 6821, 702, 4514, 7599, 8024, 4696, 3766, 2682, 1168, 1925, 6228, 4638, 3152, 1265, 7574, 6887, 833, 3064, 6821, 702, 8024, 4708, 2141, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2193, 4028, 3300, 1762, 6407, 1745, 6134, 6809, 818, 862, 691, 6205, 1408, 136, 1914, 8024, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2697, 782, 119, 119, 119, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1762, 5310, 2227, 4638, 2458, 1928, 8024, 511, 2769, 4696, 4638, 1408, 511, 2769, 679, 4761, 6887, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 794, 3189, 3315, 7607, 4638, 5661, 7607, 3322, 677, 4692, 4638, 8024, 4692, 2130, 722, 1400, 2190, 5401, 2370, 4638, 3472, 4413, 3152, 1265, 3300, 749, 763, 749, 6237, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6421, 4275, 4696, 2552, 4638, 679, 7231, 1920, 6614, 671, 702, 6375, 782, 4696, 3633, 860, 833, 1168, 749, 671, 702, 782, 4638, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 712, 6235, 4696, 2595, 2697, 106, 6614, 671, 702, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5018, 671, 3613, 6929, 720, 6371, 4696, 1765, 1343, 4692, 671, 6956, 6158, 4852, 833, 2137, 3419, 711, 676, 5277, 4275, 4638, 3791, 1744, 4510, 2512, 517, 518, 8024, 5301, 5301, 1501, 1456, 1400, 8024, 6632, 1355, 6230, 2533, 2193, 4028, 2199, 4852, 833, 4638, 7346, 3266, 7481, 1360, 6835, 2533, 1963, 3837, 3717, 5663, 5301, 5594, 8024, 2190, 754, 671, 702, 6158, 3403, 5041, 711, 100, 100, 4638, 7579, 3332, 8024, 2400, 3766, 3300, 2100, 1762, 671, 4157, 4157, 8024, 1353, 5445, 3221, 1164, 4500, 712, 6235, 6716, 6804, 4638, 752, 4289, 8024, 2828, 712, 6235, 4638, 1079, 2552, 686, 4518, 1174, 4514, 2533, 3291, 1217, 1072, 860, 8024, 1398, 3198, 738, 3266, 1616, 749, 2496, 791, 4852, 833, 2190, 754, 3313, 2768, 2399, 782, 3136, 5509, 3175, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 3341, 749, 102]","[0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2207, 3198, 952, 4692, 2533, 2523, 3614, 727, 172, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 6821, 702, 4510, 2512, 2523, 1962, 4692, 3221, 4507, 1724, 2335, 2110, 7368, 5468, 1394, 1169, 868, 4638, 2523, 3472, 1521, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 1962, 1416, 8024, 2769, 6206, 6158, 6821, 702, 4556, 3647, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 5018, 671, 3613, 1762, 4510, 2512, 7368, 4692, 6821, 720, 7770, 2223, 2428, 4638, 4510, 2512, 8024, 679, 6814, 6821, 4905, 3909, 3909, 4638, 4696, 4638, 2523, 1220, 782, 511, 4692, 2130, 3300, 4905, 4638, 2697, 6230, 511, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 7004, 749, 7004, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2345, 6397, 8038, 2769, 6230, 2533, 3680, 7415, 671, 702, 3125, 752, 2923, 679, 7231, 4638, 8024, 679, 3236, 2533, 2582, 720, 2218, 6158, 4775, 749, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
